nom_cientific;nom;mida_tronc;mida_escocell;x;y
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484900,1983;4646438,859
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484881,5802;4646467,210
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485373,4078;4647341,717
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485137,1588;4647669,937
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485586,5151;4647270,224
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484748,9560;4647114,285
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484739,1453;4647116,961
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484788,1870;4647076,337
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484744,6529;4647088,828
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485431,7474;4646981,430
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485148,6927;4647659,307
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484428,3180;4647598,139
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484454,6783;4647614,831
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;484160,5753;4649271,664
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485152,4243;4647656,141
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485382,5739;4647324,090
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485488,5399;4646890,705
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485473,1568;4646883,637
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;484196,2435;4649283,961
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;484969,7431;4646500,299
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;484062,7938;4647047,825
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;484111,4433;4647063,430
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;484105,6538;4647053,658
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;484893,0898;4646479,086
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;484890,5227;4646470,708
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;484892,2887;4646496,867
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;484905,8407;4646495,842
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485205,6561;4646983,841
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485336,4085;4646949,770
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485325,3527;4646952,590
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484900,6042;4647069,337
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484915,6549;4647046,326
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484349,5802;4646345,985
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484343,1970;4646324,863
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484336,1173;4646301,767
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484914,8673;4646433,640
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485509,9515;4646910,661
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485046,8639;4646618,043
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484413,8983;4647581,789
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484342,1209;4646359,128
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484260,7330;4646351,481
Aesculus hippocastanum;Castanyer d'ndies;50-80;escocell_corregut;484374,5800;4646589,580
Aesculus hippocastanum;Castanyer d'ndies;50-80;escocell_corregut;484365,5416;4646592,320
Aesculus hippocastanum;Castanyer d'ndies;20-50;escocell_corregut;484352,5962;4646595,878
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484338,4470;4646345,729
Aesculus hippocastanum;Castanyer d'ndies;20-50;escocell_corregut;484394,2896;4646583,690
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485127,9995;4647683,732
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485325,1959;4648231,796
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485393,4929;4646939,052
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485066,3297;4647022,763
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485176,3729;4648097,681
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485171,6949;4648091,880
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485162,1806;4648082,787
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485325,2568;4650602,496
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485651,4519;4651331,618
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485267,9942;4650427,713
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485106,9404;4647691,768
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485253,6883;4650542,403
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485079,3209;4647914,441
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485169,3874;4647829,151
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485152,6329;4647807,460
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485164,1856;4647808,910
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485261,8179;4650460,683
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485085,9651;4647764,987
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485083,2927;4647776,731
Aesculus hippocastanum;Castanyer d'ndies;>120;>90;485142,4747;4647827,455
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485217,4458;4647827,228
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485226,1529;4647827,907
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485210,5480;4647827,115
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485061,6415;4647931,243
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485079,8863;4647909,494
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485495,9502;4647774,198
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485072,4572;4647839,729
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;484183,7135;4649287,730
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485152,8077;4649044,917
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485128,5337;4648992,184
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;484869,2997;4649062,437
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485133,5559;4649012,412
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485137,3226;4649018,829
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485150,1571;4649038,918
Aesculus hippocastanum;Castanyer d'ndies;>120;>90;485127,9552;4645055,335
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;486346,8235;4648626,937
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485379,1896;4647340,166
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485132,6522;4645017,993
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;483970,6545;4646817,821
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484197,1954;4647102,107
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484196,8239;4647097,798
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;483737,8520;4646776,455
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484479,4197;4647770,115
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485314,4497;4650601,263
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485538,6558;4650558,541
Aesculus hippocastanum;Castanyer d'ndies;50-80;escocell_corregut;484663,2565;4649111,867
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484714,7433;4648014,214
Aesculus hippocastanum;Castanyer d'ndies;50-80;escocell_corregut;484673,6032;4649115,992
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;485183,6688;4648132,039
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484747,0370;4647792,170
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484712,1256;4647776,677
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484620,6249;4647723,647
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484671,8176;4647740,767
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484471,4086;4647765,260
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485128,4431;4647654,929
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485104,9407;4647609,876
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485098,0048;4646994,855
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484844,4671;4647066,305
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484850,1752;4647064,592
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484892,9857;4647052,687
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484898,1230;4647051,219
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485395,7022;4646919,959
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484713,2323;4647773,357
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484596,8606;4647967,569
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484564,4340;4647815,778
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484426,2448;4647740,495
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484373,3232;4647708,572
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484377,6929;4647710,029
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484410,5868;4647732,241
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484406,7026;4647730,299
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484402,8185;4647728,114
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;485157,4312;4648076,793
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485450,2782;4648368,390
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485170,7464;4647620,151
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485095,6158;4646989,122
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485146,5422;4646980,325
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485155,9912;4646977,787
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485411,4812;4646916,779
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485283,8126;4646942,619
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485346,0414;4646928,552
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484925,1987;4646576,809
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484906,6412;4646587,650
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484910,1204;4646596,418
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485388,8675;4646940,293
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485401,5735;4646918,736
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484937,0268;4646425,640
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485091,7934;4646990,236
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484876,7144;4647076,344
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485232,5060;4646976,846
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485222,0142;4646979,666
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485214,0918;4646961,732
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485231,2162;4646957,145
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485105,3636;4647012,045
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485099,8357;4647013,738
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485088,4414;4647016,896
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485083,3647;4647017,912
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485178,4670;4646971,976
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485343,6954;4646662,056
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485358,7410;4647231,723
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485355,9205;4647214,518
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485355,4974;4647207,608
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485362,2025;4647140,109
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485362,1256;4647247,094
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485361,1384;4647242,581
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485354,9333;4647201,827
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485355,1244;4647156,064
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;483774,0355;4646783,581
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;483969,8648;4646806,808
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;486332,0462;4648625,453
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485171,1965;4647803,482
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485169,1612;4647822,932
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485232,8246;4647835,144
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485228,1883;4647834,918
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485221,6503;4647834,104
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485254,1932;4650553,928
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485278,8518;4648221,308
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484549,4997;4647797,364
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484564,5020;4647805,243
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485462,5550;4646877,193
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485088,1685;4647752,473
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485295,7673;4647523,017
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484869,2289;4647078,733
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485311,0252;4646955,749
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484718,5663;4647999,425
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484749,2521;4648015,924
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;485125,1211;4648070,672
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485132,2463;4647651,321
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485136,4396;4647647,225
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485144,9238;4647641,374
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484826,9352;4647070,953
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484985,3178;4646550,367
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485078,3425;4647996,834
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484920,0346;4647064,081
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484782,7203;4647104,601
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484758,6393;4647111,354
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484743,7321;4647115,559
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484341,6882;4646318,596
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484955,7711;4646418,407
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485162,4882;4647648,678
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485172,5522;4647640,536
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485104,7463;4647695,790
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485109,1346;4647685,551
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485100,3580;4647706,395
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485342,2749;4646948,416
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485437,2656;4646998,505
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484888,0931;4647054,073
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484194,9666;4647083,237
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485548,2374;4650557,434
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485520,8154;4650559,021
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485642,3601;4651349,674
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485422,1808;4646992,983
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485426,8739;4646987,929
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485434,4549;4646976,376
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485438,5162;4646969,066
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485442,2165;4646959,138
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485335,7937;4650551,320
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485415,6559;4647182,192
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485338,1502;4648236,066
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485348,3544;4648239,539
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484783,1198;4647800,979
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484390,7055;4647597,935
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484638,7572;4647733,685
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484381,6345;4647582,318
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484395,0690;4647589,512
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484633,0625;4647719,155
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484628,9839;4647717,223
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484534,3180;4647666,349
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484551,6290;4647686,093
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484537,1478;4647801,212
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;485158,6747;4648028,283
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485161,1624;4648025,116
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484898,1168;4647710,737
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484369,1943;4646415,851
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484364,3198;4646399,835
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484363,0431;4646394,264
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485004,7297;4646671,201
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485030,5906;4646675,217
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484353,0620;4646354,573
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484345,7503;4646332,522
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484332,0716;4646325,199
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485032,7246;4646588,095
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485024,5971;4646556,142
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484919,6629;4646431,948
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484385,2088;4647937,466
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484734,2613;4648007,876
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484288,7262;4646440,385
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484283,0031;4646422,090
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484281,4223;4646415,057
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484279,2225;4646408,614
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484405,0060;4647953,082
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484403,1618;4647983,085
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484399,8415;4647942,138
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484349,7952;4647925,784
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484336,3939;4646339,138
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484333,6925;4646330,170
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484338,3225;4646306,758
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484905,4680;4647455,974
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484310,1355;4646246,767
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;483916,5387;4647081,413
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;483908,2064;4647155,323
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;483913,1063;4647111,199
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;483904,9481;4647090,406
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484920,0458;4647487,024
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484916,9844;4647477,986
Aesculus hippocastanum;Castanyer d'ndies;>120;sense;484980,4257;4648324,590
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484212,7225;4647160,202
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484211,8310;4647155,447
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484210,4194;4647150,544
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484205,5905;4647137,246
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484201,0587;4647123,948
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484193,9265;4647076,551
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484905,1350;4646437,166
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484886,2347;4646457,901
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484883,6958;4646449,861
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485056,4388;4646656,564
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485042,6333;4646616,262
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;483729,5934;4646779,995
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;484818,9551;4646499,369
Aesculus hippocastanum;Castanyer d'ndies;>120;>90;484887,2221;4646465,094
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485447,9828;4646967,706
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485497,2713;4646963,254
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;484713,4351;4647978,800
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485354,6908;4647161,268
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;483702,3541;4646831,292
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;483741,3692;4646812,756
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;483729,0369;4646818,679
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485307,3586;4646937,727
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485339,4669;4646930,082
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;484866,5819;4646398,119
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485444,8337;4646952,189
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485061,9107;4646692,833
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485097,9214;4647793,645
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485105,2713;4647758,704
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485121,1292;4647662,341
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;485183,5529;4648144,097
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485265,0554;4648208,556
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485272,0116;4648214,700
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;485259,3385;4648179,907
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485062,4958;4646688,486
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485055,7251;4646696,344
Aesculus hippocastanum;Castanyer d'ndies;>120;>90;485454,5137;4648367,035
Aesculus hippocastanum;Castanyer d'ndies;>120;>90;485455,6995;4648346,196
Aesculus hippocastanum;Castanyer d'ndies;>120;>90;485455,1915;4648379,064
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485330,6418;4650592,970
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485336,5472;4650602,399
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485336,6846;4650597,236
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485050,7096;4646692,833
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485036,1648;4646694,839
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485454,1748;4648360,089
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485336,1362;4650582,669
Aesculus hippocastanum;Castanyer d'ndies;80-120;>90;485330,6522;4650598,023
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485297,2998;4650598,571
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;485335,4478;4650573,580
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485335,0663;4650566,517
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;485328,1991;4650575,346
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485328,8877;4650568,226
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;485333,0875;4650531,558
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485320,1459;4650538,776
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485694,8690;4648741,034
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;485331,0522;4650540,856
Aesculus hippocastanum;Castanyer d'ndies;80-120;sense;485328,0546;4650532,343
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485313,0536;4650608,681
Aesculus hippocastanum;Castanyer d'ndies;50-80;sense;485291,8969;4650599,431
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485283,1312;4650459,291
Aesculus hippocastanum;Castanyer d'ndies;50-80;>90;485274,4317;4650427,713
Aesculus hippocastanum;Castanyer d'ndies;20-50;sense;485748,6419;4648324,426
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;485316,4575;4648227,939
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484728,5266;4647998,418
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484731,5450;4648023,671
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;484706,3927;4648009,989
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484711,3226;4648012,504
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484730,2370;4648005,763
Aesculus hippocastanum;Castanyer d'ndies;20-50;>90;484738,2857;4648009,888
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484751,9685;4648011,699
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484742,7124;4648000,934
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484720,5768;4647781,003
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484721,6835;4647778,085
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484729,4304;4647782,613
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484742,7108;4647789,554
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484717,4579;4647775,570
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;484721,7265;4647767,599
Aesculus hippocastanum;Castanyer d'ndies;80-120;40-90;485452,2888;4648446,441
Aesculus hippocastanum;Castanyer d'ndies;50-80;40-90;485447,4153;4648448,518
Aesculus hippocastanum;Castanyer d'ndies;20-50;40-90;484748,0226;4647781,767
